Team1_Pyth,Team1_Luck,Team1_SOS_Pyth,Team1_NCSOS_Pyth,Team2_Pyth,Team2_Luck,Team2_SOS_Pyth,Team2_NCSOS_Pyth,outcome
22.9,0.033,9.54,0.72,27.15,0.019,11.08,5.93,0
28.48,0.006,10.41,-1.02,16.23,0.008,9.34,-2.74,1
16.23,0.008,9.34,-2.74,28.48,0.006,10.41,-1.02,0
31.37,-0.046,10.95,3.1,16.86,0.016,8.26,-6.62,1
16.86,0.016,8.26,-6.62,31.37,-0.046,10.95,3.1,0
24.81,0.03,2.93,3.41,26.97,-0.047,5.38,-5.98,1
26.97,-0.047,5.38,-5.98,24.81,0.03,2.93,3.41,0
29.33,0.057,9.82,-1.71,18.29,0.035,10.57,1.81,1
18.29,0.035,10.57,1.81,29.33,0.057,9.82,-1.71,0
30.81,0.028,8.73,-6.87,20.76,0.031,7.19,-9.09,1
20.76,0.031,7.19,-9.09,30.81,0.028,8.73,-6.87,0
27.15,0.019,11.08,5.93,27.81,0.031,6.86,-0.93,1
27.81,0.031,6.86,-0.93,27.15,0.019,11.08,5.93,0
28.48,0.006,10.41,-1.02,31.37,-0.046,10.95,3.1,1
31.37,-0.046,10.95,3.1,28.48,0.006,10.41,-1.02,0
29.33,0.057,9.82,-1.71,24.81,0.03,2.93,3.41,1
24.81,0.03,2.93,3.41,29.33,0.057,9.82,-1.71,0
29.33,0.057,9.82,-1.71,28.48,0.006,10.41,-1.02,1
28.48,0.006,10.41,-1.02,29.33,0.057,9.82,-1.71,0
30.81,0.028,8.73,-6.87,27.15,0.019,11.08,5.93,1
27.15,0.019,11.08,5.93,30.81,0.028,8.73,-6.87,0
30.81,0.028,8.73,-6.87,29.33,0.057,9.82,-1.71,1
29.33,0.057,9.82,-1.71,30.81,0.028,8.73,-6.87,0
-1.32,0.014,-5.35,-0.05,-14.41,0.065,-7.38,7.87,1
-14.41,0.065,-7.38,7.87,-1.32,0.014,-5.35,-0.05,0
30.22,0.05,10.18,1.5,-1.32,0.014,-5.35,-0.05,1
-1.32,0.014,-5.35,-0.05,30.22,0.05,10.18,1.5,0
15.19,0.008,7.19,-0.61,18.43,0.037000000000000005,6.28,-2.3,1
18.43,0.037000000000000005,6.28,-2.3,15.19,0.008,7.19,-0.61,0
19.07,0.042,6.88,-7.02,9.68,-0.01,-0.57,2.28,1
9.68,-0.01,-0.57,2.28,19.07,0.042,6.88,-7.02,0
24.32,-0.004,8.99,-6.51,6.38,-0.0,-1.01,7.81,1
6.38,-0.0,-1.01,7.81,24.32,-0.004,8.99,-6.51,0
14.47,0.077,9.45,-0.55,14.32,-0.069,5.81,1.34,1
14.32,-0.069,5.81,1.34,14.47,0.077,9.45,-0.55,0
25.41,-0.057,9.34,0.79,3.89,0.085,-2.64,-3.36,1
3.89,0.085,-2.64,-3.36,25.41,-0.057,9.34,0.79,0
19.97,0.002,2.79,5.43,11.8,-0.002,-2.07,0.9,1
11.8,-0.002,-2.07,0.9,19.97,0.002,2.79,5.43,0
22.17,0.11,9.58,7.64,1.67,0.045,-4.23,-2.17,1
1.67,0.045,-4.23,-2.17,22.17,0.11,9.58,7.64,0
35.21,0.012,9.57,-1.41,5.4,0.062,-3.5,3.95,1
5.4,0.062,-3.5,3.95,35.21,0.012,9.57,-1.41,0
13.71,0.081,3.1,-0.86,13.04,0.075,1.03,-0.11,1
13.04,0.075,1.03,-0.11,13.71,0.081,3.1,-0.86,0
14.21,0.037000000000000005,9.14,-2.4,22.03,-0.044,9.53,0.31,1
22.03,-0.044,9.53,0.31,14.21,0.037000000000000005,9.14,-2.4,0
7.99,0.036000000000000004,-1.41,3.69,12.65,0.11,5.2,-1.7,1
12.65,0.11,5.2,-1.7,7.99,0.036000000000000004,-1.41,3.69,0
18.9,-0.049,9.09,-2.73,18.67,-0.005,11.18,0.4,1
18.67,-0.005,11.18,0.4,18.9,-0.049,9.09,-2.73,0
26.68,0.043,7.35,-0.19,8.47,-0.01,-3.95,-3.01,1
8.47,-0.01,-3.95,-3.01,26.68,0.043,7.35,-0.19,0
23.61,-0.036000000000000004,3.36,14.93,19.05,-0.029,2.57,7.71,1
19.05,-0.029,2.57,7.71,23.61,-0.036000000000000004,3.36,14.93,0
25.56,0.029,8.48,-2.72,3.86,0.057,-4.31,2.68,1
3.86,0.057,-4.31,2.68,25.56,0.029,8.48,-2.72,0
31.51,0.012,5.83,5.45,-2.31,0.045,-4.81,-5.9,1
-2.31,0.045,-4.81,-5.9,31.51,0.012,5.83,5.45,0
16.77,-0.043,6.22,-1.48,15.66,-0.035,10.56,0.11,1
15.66,-0.035,10.56,0.11,16.77,-0.043,6.22,-1.48,0
21.15,0.032,8.71,0.59,12.37,-0.018000000000000002,6.08,3.73,1
12.37,-0.018000000000000002,6.08,3.73,21.15,0.032,8.71,0.59,0
19.91,0.027000000000000003,9.52,-1.69,10.27,0.032,-0.01,8.75,1
10.27,0.032,-0.01,8.75,19.91,0.027000000000000003,9.52,-1.69,0
22.16,-0.027000000000000003,8.62,-6.37,10.01,0.01,6.74,-3.13,1
10.01,0.01,6.74,-3.13,22.16,-0.027000000000000003,8.62,-6.37,0
22.75,0.04,9.32,-6.32,4.41,0.086,-6.93,-3.59,1
4.41,0.086,-6.93,-3.59,22.75,0.04,9.32,-6.32,0
15.38,-0.003,7.78,-5.55,14.66,0.03,0.11,2.34,1
14.66,0.03,0.11,2.34,15.38,-0.003,7.78,-5.55,0
25.09,0.044,10.37,0.04,-0.3,0.086,-6.35,5.19,1
-0.3,0.086,-6.35,5.19,25.09,0.044,10.37,0.04,0
29.94,0.047,10.03,-1.63,-15.21,0.115,-11.0,13.04,1
-15.21,0.115,-11.0,13.04,29.94,0.047,10.03,-1.63,0
19.93,0.004,8.28,-5.13,15.76,0.027000000000000003,1.47,-4.23,1
15.76,0.027000000000000003,1.47,-4.23,19.93,0.004,8.28,-5.13,0
14.6,-0.021,-0.85,1.69,21.46,0.011,4.89,0.11,1
21.46,0.011,4.89,0.11,14.6,-0.021,-0.85,1.69,0
4.64,0.045,1.43,2.61,18.9,-0.001,7.67,-1.27,1
18.9,-0.001,7.67,-1.27,4.64,0.045,1.43,2.61,0
18.3,-0.025,6.41,-3.61,14.82,-0.028,7.58,-4.83,1
14.82,-0.028,7.58,-4.83,18.3,-0.025,6.41,-3.61,0
22.05,0.054000000000000006,6.94,3.5,8.08,-0.032,7.55,-4.1,1
8.08,-0.032,7.55,-4.1,22.05,0.054000000000000006,6.94,3.5,0
21.29,-0.019,9.0,-1.98,19.14,-0.079,12.72,8.75,1
19.14,-0.079,12.72,8.75,21.29,-0.019,9.0,-1.98,0
26.4,-0.006,10.06,3.36,3.53,0.075,-5.21,0.51,1
3.53,0.075,-5.21,0.51,26.4,-0.006,10.06,3.36,0
30.22,0.05,10.18,1.5,15.19,0.008,7.19,-0.61,1
15.19,0.008,7.19,-0.61,30.22,0.05,10.18,1.5,0
24.32,-0.004,8.99,-6.51,19.07,0.042,6.88,-7.02,1
19.07,0.042,6.88,-7.02,24.32,-0.004,8.99,-6.51,0
25.41,-0.057,9.34,0.79,14.47,0.077,9.45,-0.55,1
14.47,0.077,9.45,-0.55,25.41,-0.057,9.34,0.79,0
22.17,0.11,9.58,7.64,19.97,0.002,2.79,5.43,1
19.97,0.002,2.79,5.43,22.17,0.11,9.58,7.64,0
35.21,0.012,9.57,-1.41,13.71,0.081,3.1,-0.86,1
13.71,0.081,3.1,-0.86,35.21,0.012,9.57,-1.41,0
14.21,0.037000000000000005,9.14,-2.4,7.99,0.036000000000000004,-1.41,3.69,1
7.99,0.036000000000000004,-1.41,3.69,14.21,0.037000000000000005,9.14,-2.4,0
26.68,0.043,7.35,-0.19,18.9,-0.049,9.09,-2.73,1
18.9,-0.049,9.09,-2.73,26.68,0.043,7.35,-0.19,0
23.61,-0.036000000000000004,3.36,14.93,25.56,0.029,8.48,-2.72,1
25.56,0.029,8.48,-2.72,23.61,-0.036000000000000004,3.36,14.93,0
31.51,0.012,5.83,5.45,16.77,-0.043,6.22,-1.48,1
16.77,-0.043,6.22,-1.48,31.51,0.012,5.83,5.45,0
21.15,0.032,8.71,0.59,19.91,0.027000000000000003,9.52,-1.69,1
19.91,0.027000000000000003,9.52,-1.69,21.15,0.032,8.71,0.59,0
22.75,0.04,9.32,-6.32,22.16,-0.027000000000000003,8.62,-6.37,1
22.16,-0.027000000000000003,8.62,-6.37,22.75,0.04,9.32,-6.32,0
25.09,0.044,10.37,0.04,15.38,-0.003,7.78,-5.55,1
15.38,-0.003,7.78,-5.55,25.09,0.044,10.37,0.04,0
29.94,0.047,10.03,-1.63,19.93,0.004,8.28,-5.13,1
19.93,0.004,8.28,-5.13,29.94,0.047,10.03,-1.63,0
14.6,-0.021,-0.85,1.69,4.64,0.045,1.43,2.61,1
4.64,0.045,1.43,2.61,14.6,-0.021,-0.85,1.69,0
22.05,0.054000000000000006,6.94,3.5,18.3,-0.025,6.41,-3.61,1
18.3,-0.025,6.41,-3.61,22.05,0.054000000000000006,6.94,3.5,0
21.29,-0.019,9.0,-1.98,26.4,-0.006,10.06,3.36,1
26.4,-0.006,10.06,3.36,21.29,-0.019,9.0,-1.98,0
30.22,0.05,10.18,1.5,24.32,-0.004,8.99,-6.51,1
24.32,-0.004,8.99,-6.51,30.22,0.05,10.18,1.5,0
25.41,-0.057,9.34,0.79,22.17,0.11,9.58,7.64,1
22.17,0.11,9.58,7.64,25.41,-0.057,9.34,0.79,0
35.21,0.012,9.57,-1.41,14.21,0.037000000000000005,9.14,-2.4,1
14.21,0.037000000000000005,9.14,-2.4,35.21,0.012,9.57,-1.41,0
23.61,-0.036000000000000004,3.36,14.93,26.68,0.043,7.35,-0.19,1
26.68,0.043,7.35,-0.19,23.61,-0.036000000000000004,3.36,14.93,0
31.51,0.012,5.83,5.45,21.15,0.032,8.71,0.59,1
21.15,0.032,8.71,0.59,31.51,0.012,5.83,5.45,0
25.09,0.044,10.37,0.04,22.75,0.04,9.32,-6.32,1
22.75,0.04,9.32,-6.32,25.09,0.044,10.37,0.04,0
29.94,0.047,10.03,-1.63,14.6,-0.021,-0.85,1.69,1
14.6,-0.021,-0.85,1.69,29.94,0.047,10.03,-1.63,0
22.05,0.054000000000000006,6.94,3.5,21.29,-0.019,9.0,-1.98,1
21.29,-0.019,9.0,-1.98,22.05,0.054000000000000006,6.94,3.5,0
30.22,0.05,10.18,1.5,25.41,-0.057,9.34,0.79,1
25.41,-0.057,9.34,0.79,30.22,0.05,10.18,1.5,0
35.21,0.012,9.57,-1.41,23.61,-0.036000000000000004,3.36,14.93,1
23.61,-0.036000000000000004,3.36,14.93,35.21,0.012,9.57,-1.41,0
31.51,0.012,5.83,5.45,25.09,0.044,10.37,0.04,1
25.09,0.044,10.37,0.04,31.51,0.012,5.83,5.45,0
29.94,0.047,10.03,-1.63,22.05,0.054000000000000006,6.94,3.5,1
22.05,0.054000000000000006,6.94,3.5,29.94,0.047,10.03,-1.63,0
31.51,0.012,5.83,5.45,29.94,0.047,10.03,-1.63,1
29.94,0.047,10.03,-1.63,31.51,0.012,5.83,5.45,0
35.21,0.012,9.57,-1.41,30.22,0.05,10.18,1.5,1
30.22,0.05,10.18,1.5,35.21,0.012,9.57,-1.41,0
35.21,0.012,9.57,-1.41,31.51,0.012,5.83,5.45,1
31.51,0.012,5.83,5.45,35.21,0.012,9.57,-1.41,0
0.76,0.015,-1.9,3.49,-2.97,0.025,-11.71,9.21,1
-2.97,0.025,-11.71,9.21,0.76,0.015,-1.9,3.49,0
28.96,-0.012,10.11,0.79,5.67,-0.048,-4.73,-1.26,1
5.67,-0.048,-4.73,-1.26,28.96,-0.012,10.11,0.79,0
18.33,-0.003,10.46,-0.28,16.48,-0.032,9.4,9.15,1
16.48,-0.032,9.4,9.15,18.33,-0.003,10.46,-0.28,0
17.62,-0.052000000000000005,9.51,1.32,15.76,0.066,10.01,0.6,1
15.76,0.066,10.01,0.6,17.62,-0.052000000000000005,9.51,1.32,0
20.24,-0.008,5.81,7.97,4.04,0.025,-3.32,-0.0,1
4.04,0.025,-3.32,-0.0,20.24,-0.008,5.81,7.97,0
23.93,-0.03,8.42,-3.43,13.62,-0.073,0.23,3.46,1
13.62,-0.073,0.23,3.46,23.93,-0.03,8.42,-3.43,0
23.89,0.021,9.99,-5.37,4.7,0.093,-6.34,0.55,1
4.7,0.093,-6.34,0.55,23.89,0.021,9.99,-5.37,0
19.65,-0.048,10.16,2.01,15.43,0.031,8.44,-4.18,1
15.43,0.031,8.44,-4.18,19.65,-0.048,10.16,2.01,0
24.31,0.053,10.23,3.18,-0.98,0.13,-5.64,-4.08,1
-0.98,0.13,-5.64,-4.08,24.31,0.053,10.23,3.18,0
31.14,-0.011,9.91,1.06,-0.86,0.076,-4.54,8.71,1
-0.86,0.076,-4.54,8.71,31.14,-0.011,9.91,1.06,0
14.86,0.075,3.5,-8.66,15.78,-0.014,2.51,6.15,1
15.78,-0.014,2.51,6.15,14.86,0.075,3.5,-8.66,0
8.1,0.092,-0.6,6.63,18.72,0.001,7.96,-3.36,1
18.72,0.001,7.96,-3.36,8.1,0.092,-0.6,6.63,0
24.51,0.003,4.63,10.61,6.9,-0.014,-1.6,-1.83,1
6.9,-0.014,-1.6,-1.83,24.51,0.003,4.63,10.61,0
23.03,-0.018000000000000002,10.14,-2.04,14.38,-0.005,6.68,7.22,1
14.38,-0.005,6.68,7.22,23.03,-0.018000000000000002,10.14,-2.04,0
22.21,0.024,11.46,0.77,6.52,0.053,-1.98,4.63,1
6.52,0.053,-1.98,4.63,22.21,0.024,11.46,0.77,0
14.75,0.014,11.39,0.63,19.62,-0.024,6.19,-4.45,1
19.62,-0.024,6.19,-4.45,14.75,0.014,11.39,0.63,0
24.59,0.018000000000000002,9.49,0.46,0.99,0.031,-7.43,4.82,1
0.99,0.031,-7.43,4.82,24.59,0.018000000000000002,9.49,0.46,0
26.06,0.068,9.57,-0.19,0.76,0.015,-1.9,3.49,1
0.76,0.015,-1.9,3.49,26.06,0.068,9.57,-0.19,0
11.93,0.031,0.91,7.27,16.34,0.042,9.46,-3.41,1
16.34,0.042,9.46,-3.41,11.93,0.031,0.91,7.27,0
15.96,0.018000000000000002,11.33,2.34,17.8,0.013,7.29,6.96,1
17.8,0.013,7.29,6.96,15.96,0.018000000000000002,11.33,2.34,0
11.96,0.009000000000000001,3.76,7.07,18.88,0.051,7.66,-4.35,1
18.88,0.051,7.66,-4.35,11.96,0.009000000000000001,3.76,7.07,0
23.83,-0.013,8.83,1.55,12.29,-0.009000000000000001,-1.6,2.21,1
12.29,-0.009000000000000001,-1.6,2.21,23.83,-0.013,8.83,1.55,0
10.23,0.107,2.34,-4.57,24.21,-0.067,10.95,2.11,1
24.21,-0.067,10.95,2.11,10.23,0.107,2.34,-4.57,0
18.26,-0.032,10.81,0.74,11.2,0.038,6.4,-5.57,1
11.2,0.038,6.4,-5.57,18.26,-0.032,10.81,0.74,0
24.37,0.091,12.33,5.81,1.49,0.055,-7.27,0.44,1
1.49,0.055,-7.27,0.44,24.37,0.091,12.33,5.81,0
29.25,0.024,10.37,-1.68,-4.04,0.041,-3.37,12.4,1
-4.04,0.041,-3.37,12.4,29.25,0.024,10.37,-1.68,0
15.01,0.053,7.85,-4.3,20.1,-0.046,4.57,0.39,1
20.1,-0.046,4.57,0.39,15.01,0.053,7.85,-4.3,0
21.84,-0.012,8.94,-5.45,9.7,0.051,3.1,1.88,1
9.7,0.051,3.1,1.88,21.84,-0.012,8.94,-5.45,0
22.09,-0.005,10.18,0.09,11.55,-0.004,4.96,-3.07,1
11.55,-0.004,4.96,-3.07,22.09,-0.005,10.18,0.09,0
24.81,0.031,7.96,-3.76,5.23,-0.005,-5.58,-0.5,1
5.23,-0.005,-5.58,-0.5,24.81,0.031,7.96,-3.76,0
21.02,-0.014,8.22,-4.95,15.12,0.046,-0.47,-2.77,1
15.12,0.046,-0.47,-2.77,21.02,-0.014,8.22,-4.95,0
13.55,0.039,9.61,-3.29,17.37,0.001,9.17,-3.54,1
17.37,0.001,9.17,-3.54,13.55,0.039,9.61,-3.29,0
28.67,-0.009000000000000001,4.73,4.19,5.18,-0.045,0.26,5.14,1
5.18,-0.045,0.26,5.14,28.67,-0.009000000000000001,4.73,4.19,0
23.89,0.021,9.99,-5.37,23.93,-0.03,8.42,-3.43,1
23.93,-0.03,8.42,-3.43,23.89,0.021,9.99,-5.37,0
24.31,0.053,10.23,3.18,19.65,-0.048,10.16,2.01,1
19.65,-0.048,10.16,2.01,24.31,0.053,10.23,3.18,0
20.24,-0.008,5.81,7.97,17.62,-0.052000000000000005,9.51,1.32,1
17.62,-0.052000000000000005,9.51,1.32,20.24,-0.008,5.81,7.97,0
28.96,-0.012,10.11,0.79,18.33,-0.003,10.46,-0.28,1
18.33,-0.003,10.46,-0.28,28.96,-0.012,10.11,0.79,0
31.14,-0.011,9.91,1.06,14.86,0.075,3.5,-8.66,1
14.86,0.075,3.5,-8.66,31.14,-0.011,9.91,1.06,0
24.59,0.018000000000000002,9.49,0.46,14.75,0.014,11.39,0.63,1
14.75,0.014,11.39,0.63,24.59,0.018000000000000002,9.49,0.46,0
24.51,0.003,4.63,10.61,8.1,0.092,-0.6,6.63,1
8.1,0.092,-0.6,6.63,24.51,0.003,4.63,10.61,0
22.21,0.024,11.46,0.77,23.03,-0.018000000000000002,10.14,-2.04,1
23.03,-0.018000000000000002,10.14,-2.04,22.21,0.024,11.46,0.77,0
15.96,0.018000000000000002,11.33,2.34,11.96,0.009000000000000001,3.76,7.07,1
11.96,0.009000000000000001,3.76,7.07,15.96,0.018000000000000002,11.33,2.34,0
26.06,0.068,9.57,-0.19,11.93,0.031,0.91,7.27,1
11.93,0.031,0.91,7.27,26.06,0.068,9.57,-0.19,0
23.83,-0.013,8.83,1.55,10.23,0.107,2.34,-4.57,1
10.23,0.107,2.34,-4.57,23.83,-0.013,8.83,1.55,0
24.37,0.091,12.33,5.81,18.26,-0.032,10.81,0.74,1
18.26,-0.032,10.81,0.74,24.37,0.091,12.33,5.81,0
28.67,-0.009000000000000001,4.73,4.19,13.55,0.039,9.61,-3.29,1
13.55,0.039,9.61,-3.29,28.67,-0.009000000000000001,4.73,4.19,0
29.25,0.024,10.37,-1.68,15.01,0.053,7.85,-4.3,1
15.01,0.053,7.85,-4.3,29.25,0.024,10.37,-1.68,0
21.84,-0.012,8.94,-5.45,22.09,-0.005,10.18,0.09,1
22.09,-0.005,10.18,0.09,21.84,-0.012,8.94,-5.45,0
24.81,0.031,7.96,-3.76,21.02,-0.014,8.22,-4.95,1
21.02,-0.014,8.22,-4.95,24.81,0.031,7.96,-3.76,0
28.96,-0.012,10.11,0.79,20.24,-0.008,5.81,7.97,1
20.24,-0.008,5.81,7.97,28.96,-0.012,10.11,0.79,0
23.89,0.021,9.99,-5.37,24.31,0.053,10.23,3.18,1
24.31,0.053,10.23,3.18,23.89,0.021,9.99,-5.37,0
24.59,0.018000000000000002,9.49,0.46,22.21,0.024,11.46,0.77,1
22.21,0.024,11.46,0.77,24.59,0.018000000000000002,9.49,0.46,0
31.14,-0.011,9.91,1.06,24.51,0.003,4.63,10.61,1
24.51,0.003,4.63,10.61,31.14,-0.011,9.91,1.06,0
26.06,0.068,9.57,-0.19,15.96,0.018000000000000002,11.33,2.34,1
15.96,0.018000000000000002,11.33,2.34,26.06,0.068,9.57,-0.19,0
24.37,0.091,12.33,5.81,23.83,-0.013,8.83,1.55,1
23.83,-0.013,8.83,1.55,24.37,0.091,12.33,5.81,0
29.25,0.024,10.37,-1.68,21.84,-0.012,8.94,-5.45,1
21.84,-0.012,8.94,-5.45,29.25,0.024,10.37,-1.68,0
24.81,0.031,7.96,-3.76,28.67,-0.009000000000000001,4.73,4.19,1
28.67,-0.009000000000000001,4.73,4.19,24.81,0.031,7.96,-3.76,0
23.89,0.021,9.99,-5.37,28.96,-0.012,10.11,0.79,1
28.96,-0.012,10.11,0.79,23.89,0.021,9.99,-5.37,0
31.14,-0.011,9.91,1.06,24.59,0.018000000000000002,9.49,0.46,1
24.59,0.018000000000000002,9.49,0.46,31.14,-0.011,9.91,1.06,0
24.37,0.091,12.33,5.81,26.06,0.068,9.57,-0.19,1
26.06,0.068,9.57,-0.19,24.37,0.091,12.33,5.81,0
29.25,0.024,10.37,-1.68,24.81,0.031,7.96,-3.76,1
24.81,0.031,7.96,-3.76,29.25,0.024,10.37,-1.68,0
24.37,0.091,12.33,5.81,29.25,0.024,10.37,-1.68,1
29.25,0.024,10.37,-1.68,24.37,0.091,12.33,5.81,0
31.14,-0.011,9.91,1.06,23.89,0.021,9.99,-5.37,1
23.89,0.021,9.99,-5.37,31.14,-0.011,9.91,1.06,0
31.14,-0.011,9.91,1.06,24.37,0.091,12.33,5.81,1
24.37,0.091,12.33,5.81,31.14,-0.011,9.91,1.06,0
-6.44,0.053,-7.62,17.98,-5.63,0.049,-7.35,6.9,1
-5.63,0.049,-7.35,6.9,-6.44,0.053,-7.62,17.98,0
31.85,0.038,9.53,1.13,-0.97,0.018000000000000002,-10.02,-8.95,1
-0.97,0.018000000000000002,-10.02,-8.95,31.85,0.038,9.53,1.13,0
18.87,0.034,4.08,-1.58,16.56,-0.013,4.08,0.67,1
16.56,-0.013,4.08,0.67,18.87,0.034,4.08,-1.58,0
20.13,0.027000000000000003,9.03,-0.94,6.03,0.122,4.03,2.09,1
6.03,0.122,4.03,2.09,20.13,0.027000000000000003,9.03,-0.94,0
22.37,-0.023,8.87,-4.35,8.79,-0.083,3.76,0.68,1
8.79,-0.083,3.76,0.68,22.37,-0.023,8.87,-4.35,0
18.5,0.08199999999999999,8.67,-0.48,16.58,0.006,5.4,2.24,1
16.58,0.006,5.4,2.24,18.5,0.08199999999999999,8.67,-0.48,0
8.25,-0.068,0.76,-0.9,22.64,-0.035,11.55,3.35,1
22.64,-0.035,11.55,3.35,8.25,-0.068,0.76,-0.9,0
18.22,-0.034,10.94,-2.46,16.72,0.011,8.47,-4.33,1
16.72,0.011,8.47,-4.33,18.22,-0.034,10.94,-2.46,0
24.99,0.006999999999999999,7.88,-2.92,2.11,0.125,-1.0,3.46,1
2.11,0.125,-1.0,3.46,24.99,0.006999999999999999,7.88,-2.92,0
27.62,-0.008,8.62,-2.96,3.08,0.068,-6.32,-3.11,1
3.08,0.068,-6.32,-3.11,27.62,-0.008,8.62,-2.96,0
16.14,0.079,3.42,4.43,18.02,0.009000000000000001,9.01,-2.88,1
18.02,0.009000000000000001,9.01,-2.88,16.14,0.079,3.42,4.43,0
22.45,0.032,6.85,11.11,16.53,0.024,2.62,-4.26,1
16.53,0.024,2.62,-4.26,22.45,0.032,6.85,11.11,0
15.06,-0.011,-5.78,-5.24,17.54,0.019,8.14,1.5,1
17.54,0.019,8.14,1.5,15.06,-0.011,-5.78,-5.24,0
20.87,0.01,8.04,7.27,17.97,-0.055,8.37,-3.72,1
17.97,-0.055,8.37,-3.72,20.87,0.01,8.04,7.27,0
18.66,0.041,7.87,-2.76,3.19,0.173,-2.75,10.65,1
3.19,0.173,-2.75,10.65,18.66,0.041,7.87,-2.76,0
23.27,0.012,3.88,-0.03,15.23,-0.061,7.75,-1.96,1
15.23,-0.061,7.75,-1.96,23.27,0.012,3.88,-0.03,0
25.52,-0.008,11.99,2.37,-0.47,0.113,-5.87,-2.96,1
-0.47,0.113,-5.87,-2.96,25.52,-0.008,11.99,2.37,0
26.54,0.06,7.06,-1.28,2.47,-0.004,-1.26,8.97,1
2.47,-0.004,-1.26,8.97,26.54,0.06,7.06,-1.28,0
14.12,0.067,10.51,-0.82,20.75,-0.014,9.01,-1.32,1
20.75,-0.014,9.01,-1.32,14.12,0.067,10.51,-0.82,0
15.92,0.068,-0.66,4.12,20.12,0.076,6.07,5.68,1
20.12,0.076,6.07,5.68,15.92,0.068,-0.66,4.12,0
23.56,-0.013,8.69,1.01,10.12,-0.023,-1.55,4.23,1
10.12,-0.023,-1.55,4.23,23.56,-0.013,8.69,1.01,0
18.19,0.029,6.97,1.13,19.65,-0.064,9.05,-6.52,1
19.65,-0.064,9.05,-6.52,18.19,0.029,6.97,1.13,0
16.18,0.096,4.09,1.85,8.08,-0.042,-2.21,-0.86,1
8.08,-0.042,-2.21,-0.86,16.18,0.096,4.09,1.85,0
19.99,-0.035,8.17,-6.1,19.28,-0.041,8.76,-2.85,1
19.28,-0.041,8.76,-2.85,19.99,-0.035,8.17,-6.1,0
25.54,0.057,12.58,5.45,1.58,0.078,-7.71,0.13,1
1.58,0.078,-7.71,0.13,25.54,0.057,12.58,5.45,0
33.29,0.009000000000000001,11.53,2.5,-6.44,0.053,-7.62,17.98,1
-6.44,0.053,-7.62,17.98,33.29,0.009000000000000001,11.53,2.5,0
22.15,-0.043,9.03,8.46,16.91,-0.038,8.87,-1.62,1
16.91,-0.038,8.87,-1.62,22.15,-0.043,9.03,8.46,0
21.33,-0.005,11.51,0.15,19.9,-0.026,1.81,0.16,1
19.9,-0.026,1.81,0.16,21.33,-0.005,11.51,0.15,0
22.05,0.07,8.81,-1.26,13.86,0.027000000000000003,-0.51,3.22,1
13.86,0.027000000000000003,-0.51,3.22,22.05,0.07,8.81,-1.26,0
17.51,0.009000000000000001,3.17,6.16,17.71,-0.068,6.28,-9.08,1
17.71,-0.068,6.28,-9.08,17.51,0.009000000000000001,3.17,6.16,0
24.95,-0.021,10.59,-2.79,7.42,0.052000000000000005,-3.33,4.67,1
7.42,0.052000000000000005,-3.33,4.67,24.95,-0.021,10.59,-2.79,0
18.59,0.038,2.72,1.18,15.01,0.047,5.7,2.39,1
15.01,0.047,5.7,2.39,18.59,0.038,2.72,1.18,0
21.24,0.025,10.03,-0.91,-0.97,0.07400000000000001,-7.18,3.47,1
-0.97,0.07400000000000001,-7.18,3.47,21.24,0.025,10.03,-0.91,0
18.87,0.034,4.08,-1.58,31.85,0.038,9.53,1.13,1
31.85,0.038,9.53,1.13,18.87,0.034,4.08,-1.58,0
20.13,0.027000000000000003,9.03,-0.94,22.37,-0.023,8.87,-4.35,1
22.37,-0.023,8.87,-4.35,20.13,0.027000000000000003,9.03,-0.94,0
18.5,0.08199999999999999,8.67,-0.48,8.25,-0.068,0.76,-0.9,1
8.25,-0.068,0.76,-0.9,18.5,0.08199999999999999,8.67,-0.48,0
24.99,0.006999999999999999,7.88,-2.92,18.22,-0.034,10.94,-2.46,1
18.22,-0.034,10.94,-2.46,24.99,0.006999999999999999,7.88,-2.92,0
27.62,-0.008,8.62,-2.96,16.14,0.079,3.42,4.43,1
16.14,0.079,3.42,4.43,27.62,-0.008,8.62,-2.96,0
22.45,0.032,6.85,11.11,15.06,-0.011,-5.78,-5.24,1
15.06,-0.011,-5.78,-5.24,22.45,0.032,6.85,11.11,0
20.87,0.01,8.04,7.27,18.66,0.041,7.87,-2.76,1
18.66,0.041,7.87,-2.76,20.87,0.01,8.04,7.27,0
25.52,-0.008,11.99,2.37,23.27,0.012,3.88,-0.03,1
23.27,0.012,3.88,-0.03,25.52,-0.008,11.99,2.37,0
26.54,0.06,7.06,-1.28,14.12,0.067,10.51,-0.82,1
14.12,0.067,10.51,-0.82,26.54,0.06,7.06,-1.28,0
15.92,0.068,-0.66,4.12,23.56,-0.013,8.69,1.01,1
23.56,-0.013,8.69,1.01,15.92,0.068,-0.66,4.12,0
18.19,0.029,6.97,1.13,16.18,0.096,4.09,1.85,1
16.18,0.096,4.09,1.85,18.19,0.029,6.97,1.13,0
25.54,0.057,12.58,5.45,19.99,-0.035,8.17,-6.1,1
19.99,-0.035,8.17,-6.1,25.54,0.057,12.58,5.45,0
33.29,0.009000000000000001,11.53,2.5,22.15,-0.043,9.03,8.46,1
22.15,-0.043,9.03,8.46,33.29,0.009000000000000001,11.53,2.5,0
